"endTime","artistName","trackName","msPlayed"
"2022-09-29 17:42","Earth, Wind & Fire","September",71037
"2022-09-29 17:54","Earth, Wind & Fire","September",144045
"2022-09-29 18:07","Beast In Black","Cry Out For A Hero",177470
"2022-09-30 02:18","Powerwolf","Incense & Iron",237933
"2022-09-30 02:25","The Rah Band","Messages from the Stars - Remaster",407118
"2022-09-30 02:29","Powerwolf","We Drink Your Blood",222560
"2022-09-30 02:50","Mick Gordon","Bfg Division",506762
"2022-09-30 02:54","Michael Jackson","Bad",247133
"2022-09-30 02:57","The Beatles","Here Comes The Sun - Remastered 2009",185733
"2022-09-30 04:25","Pharrell Williams","Despicable Me",232908
"2022-09-30 13:51","Pharrell Williams","Despicable Me",22308
"2022-09-30 13:55","Brothers of Metal","Prophecy of Ragnarök",222373
"2022-09-30 13:58","Korpiklaani","Vodka",179653
"2022-09-30 14:02","Sabaton","Winged Hussars",231521
"2022-09-30 14:05","Macross 82-99","Fun Tonight",162461
"2022-09-30 14:07","Jimmy Gnecco","It Has To Be This Way - Platinum Mix",175506
"2022-09-30 14:10","Brothers of Metal","Njord",150226
"2022-09-30 14:11","Mick Gordon","Flesh & Metal",37036
"2022-09-30 14:15","Mick Gordon","Harbinger",285954
"2022-09-30 14:16","Mick Gordon","Mastermind",47532
"2022-09-30 14:16","Mick Gordon","Death & Exhale",640
"2022-09-30 14:18","Mick Gordon","SkullHacker",112428
"2022-09-30 14:20","Alex Terrible","BFG Division (Doom) - Cover",92246
"2022-09-30 14:40","Mick Gordon","Everything Is Going to Be Okay",126507
"2022-09-30 14:41","Beast In Black","Cry Out For A Hero",30495
"2022-09-30 14:45","Lemon Demon","Two Trucks",247220
"2022-09-30 14:53","Mick Gordon","Rip & Tear",2859
"2022-09-30 14:53","Grailknights","Pumping Iron Power",13440
"2022-09-30 15:02","Unknown Artist","Unknown Track",433344
"2022-10-01 04:20","Grailknights","Pumping Iron Power",928
"2022-10-01 04:25","RichaadEB","Bad Apple!!",299130
"2022-10-01 04:36","The 88","Biggering - Original Demo",396660
"2022-10-01 17:34","MASTER BOOT RECORD","CONFIG.SYS",412052
"2022-10-01 17:37","Capital Cities","Safe And Sound",192789
"2022-10-01 17:40","Jimmy Gnecco","Collective Consciousness - Maniac Agenda Mix",158760
"2022-10-01 17:42","Jason Charles Miller","Red Sun - Maniac Agenda Mix",133666
"2022-10-01 18:32","Powerwolf","Demons Are a Girl's Best Friend",99912
"2022-10-01 18:39","DragonForce","Through The Fire And Flames",439120
"2022-10-01 20:05","DragonForce","Fury Of The Storm",406840
"2022-10-01 20:05","Brothers of Metal","Ride of the Valkyries",22677
"2022-10-01 22:27","Skryptonite","Положение",6188
"2022-10-01 22:27","Dior","Положение - Chicagoo Remix",1323
"2022-10-01 22:27","Dior","Положение",1707
"2022-10-01 22:27","Dior","Положение - 2 Remix",9561
"2022-10-01 23:44","The 88","Biggering - Original Demo",301053
"2022-10-01 23:48","Lemon Demon","Two Trucks",231724
"2022-10-02 08:34","Lemon Demon","Two Trucks",678
"2022-10-02 08:37","Ed Helms","How Bad Can I Be?",172160
"2022-10-02 08:40","Scissor Sisters","I Can't Decide",166573
"2022-10-02 08:43","The Chalkeaters","Doom Crossing: Eternal Horizons",180875
"2022-10-02 08:54","Ian McKinney","Octodad (Nobody Suspects a Thing)",65121
"2022-10-02 08:57","Lemon Demon","The Ultimate Showdown of Ultimate Destiny",213087
"2022-10-02 08:58","They Might Be Giants","Istanbul (Not Constantinople)",43858
"2022-10-02 08:58","Castlevania Sound Team","Vampire Killer",3584
"2022-10-02 08:58","Panicland","Burn It All",2352
"2022-10-02 08:58","Alestorm","You Are a Pirate",1888
"2022-10-02 08:58","Andrew W.K.","Ready To Die",2032
"2022-10-02 08:58","Tom Cardy","Business Man",10688
"2022-10-02 08:58","Omori","World's End Valentine",843
"2022-10-02 08:58","Jeremy Irons","Be Prepared - From ""The Lion King"" / Soundtrack Version",1563
"2022-10-02 08:59","Castlevania Sound Team","Game Over <Game arrange>",3131
"2022-10-02 08:59","Castlevania Sound Team","The Forest of Jigramunt",13323
"2022-10-02 08:59","Castlevania Sound Team","Wicked Child :Stage3 (Game Sound Ver.)",2875
"2022-10-02 08:59","Castlevania Sound Team","Bloody Tears",19241
"2022-10-02 09:10","Castlevania Sound Team","Vampire Killer",190533
"2022-10-02 09:13","Castlevania Sound Team","Castlevania Reincarnation",170345
"2022-10-02 09:13","Castlevania Sound Team","Wood Carving Partita",41713
"2022-10-02 19:20","Castlevania Sound Team","Clockwork / Akumajo Dracula Circle of the Moon",9718
"2022-10-02 19:25","Unknown Artist","Unknown Track",230459
"2022-10-02 19:28","Powerwolf","Army of the Night",201386
"2022-10-02 19:28","James Brown","People Get Up And Drive Your Funky Soul - Remix",12452
"2022-10-02 19:29","Powerwolf","Raise Your Fist, Evangelist",31180
"2022-10-02 19:38","Powerwolf","Raise Your Fist, Evangelist",208634
"2022-10-02 19:41","Sabaton","The Last Battle",192037
"2022-10-02 19:45","Sabaton","Defence of Moscow",248992
"2022-10-02 19:48","Unknown Artist","Unknown Track",152555
"2022-10-02 19:56","Unknown Artist","Unknown Track",469252
"2022-10-02 20:28","Pedra Leticia","Resolução",186906
"2022-10-02 20:33","Pedra Leticia","Teorema De Carlão",4710
"2022-10-02 20:33","Pedra Leticia","Teorema De Carlão",19472
"2022-10-02 20:33","Powerwolf","Demons Are a Girl's Best Friend",168593
"2022-10-02 20:38","Sabaton","Father",278093
"2022-10-02 20:41","Sabaton","The Red Baron",202333
"2022-10-02 20:47","Sabaton","Dreadnought",298000
"2022-10-02 20:51","Sabaton","The Attack Of The Dead Men",235720
"2022-10-02 20:53","Sabaton","The Future Of Warfare",84359
"2022-10-03 11:13","Powerwolf","Amen & Attack",278
"2022-10-03 11:13","Sabaton","The Future Of Warfare",37732
"2022-10-03 11:13","Battle Beast","Push It to the Limit - Bonus",16741
"2022-10-03 11:16","Tyson Yen","The Only Thing I Know For Real - Maniac Agenda Mix",126885
"2022-10-03 11:16","Alestorm","P.A.R.T.Y.",202
"2022-10-03 11:22","Macross 82-99","Fun Tonight",52403
"2022-10-03 11:26","Unknown Artist","Unknown Track",6818
"2022-10-03 11:26","Foster The People","Pumped Up Kicks",239600
"2022-10-03 11:27","Foster The People","Pumped Up Kicks",35405
"2022-10-03 11:31","Foster The People","Pumped Up Kicks",239600
"2022-10-03 11:34","Foster The People","Pumped Up Kicks",178375
"2022-10-03 11:35","Foster The People","Pumped Up Kicks",1111
"2022-10-03 11:35","Macross 82-99","Fun Tonight",34424
"2022-10-03 11:42","Unknown Artist","Unknown Track",469252
"2022-10-03 11:45","Unknown Artist","Unknown Track",152555
"2022-10-03 11:45","Spongebob Squarepants","Goofy Goober Rock",20217
"2022-10-03 11:49","Powerwolf","Incense & Iron",237933
"2022-10-03 11:50","Lipps Inc.","Funkytown",27389
"2022-10-03 11:57","Mick Gordon","Harbinger",431000
"2022-10-03 12:00","Sabaton","Night Witches",181333
"2022-10-03 12:04","Sabaton","Stormtroopers",236000
"2022-10-03 12:08","Ian McKinney","Octodad (Nobody Suspects a Thing)",15216
"2022-10-03 12:08","Sabaton","The Last Stand",235840
"2022-10-03 12:16","The Rah Band","Shadow of Your Love",14331
"2022-10-03 12:16","DragonForce","Through The Fire And Flames",439120
"2022-10-03 12:19","Korpiklaani","Vodka",179653
"2022-10-03 12:20","Pharrell Williams","Hug Me",68719
"2022-10-03 12:22","bobacupcake","theme of really cool bird",131571
"2022-10-03 12:26","Lemon Demon","The Ultimate Showdown of Ultimate Destiny",213087
"2022-10-03 12:30","Powerwolf","Amen & Attack",234693
"2022-10-03 12:34","Grailknights","Pumping Iron Power",233133
"2022-10-03 12:37","The Beatles","Here Comes The Sun - Remastered 2009",185733
"2022-10-03 12:40","Beast In Black","Die By The Blade",194838
"2022-10-03 12:43","Ed Helms","How Bad Can I Be?",172160
"2022-10-03 12:46","Jimmy Gnecco","It Has To Be This Way - Platinum Mix",175506
"2022-10-03 12:52","Orden Ogan","Gunman",317733
"2022-10-03 12:56","Powerwolf","Sanctified with Dynamite",204434
"2022-10-03 15:12","Powerwolf","Sanctified with Dynamite",61286
"2022-10-03 15:15","Beast In Black","Cry Out For A Hero",207965
"2022-10-03 15:19","War","Why Can't We Be Friends",230106
"2022-10-03 15:22","Sabaton","The Red Baron",202333
"2022-10-03 15:26","MASTER BOOT RECORD","CONFIG.SYS",218749
"2022-10-03 15:30","Alestorm","Drink",1979
"2022-10-03 15:30","Mick Gordon","Bfg Division",231842
"2022-10-03 15:30","The Rah Band","Messages from the Stars",80
"2022-10-03 19:37","Alestorm","Drink",117778
"2022-10-04 01:03","Mick Gordon","Rip & Tear",5291
"2022-10-04 01:31","MASTER BOOT RECORD","CONFIG.SYS",71190
"2022-10-04 10:23","Alestorm","Drink",82829
"2022-10-04 10:25","Kit Walters","The Stains of Time - Maniac Agenda Mix",130186
"2022-10-04 10:26","Powerwolf","Raise Your Fist, Evangelist",90452
"2022-10-04 10:31","Powerwolf","Raise Your Fist, Evangelist",149361
"2022-10-04 10:35","Mick Gordon","Rip & Tear",257734
"2022-10-04 10:42","The Rah Band","Rock Me Down to Rio",411440
"2022-10-04 10:49","DragonForce","Fury Of The Storm",406840
"2022-10-04 10:51","Jason Charles Miller","Red Sun - Maniac Agenda Mix",133666
"2022-10-04 10:54","Sabaton","The Last Battle",192037
"2022-10-04 11:00","Jamiroquai","Virtual Insanity - Remastered",340906
"2022-10-04 11:06","Boney M.","Rasputin",351573
"2022-10-04 11:15","Lena Raine","Resurrections",578648
"2022-10-04 11:21","MGMT","Little Dark Age",299960
"2022-10-04 11:25","Donna Burke","Sins of The Father",294000
"2022-10-04 11:30","Týr","Blood of Heroes",221506
"2022-10-04 11:36","Unknown Artist","Unknown Track",332347
"2022-10-04 11:39","Brothers of Metal","Ride of the Valkyries",206666
"2022-10-04 11:44","Michael Jackson","Smooth Criminal - 2012 Remaster",257760
"2022-10-04 11:48","Iron Maiden","The Trooper - 2015 Remaster",252733
"2022-10-04 11:48","James Brown","People Get Up And Drive Your Funky Soul - Remix",4184
"2022-10-04 12:02","Turisas","Rasputin",19922
"2022-10-04 12:02","Capital Cities","Safe And Sound",1596
"2022-10-04 12:02","Gotye","Somebody That I Used To Know",753
"2022-10-04 12:02","The Living Tombstone","It's Been So Long",2233
"2022-10-04 12:02","RichaadEB","Devil Trigger",5447
"2022-10-04 12:11","Mick Gordon","Harbinger",466743
"2022-10-04 12:13","Nemistade","Doom 3 Theme",97390
"2022-10-04 12:18","Unknown Artist","Unknown Track",332347
"2022-10-04 12:27","Unknown Artist","Unknown Track",469252
"2022-10-04 12:28","Unknown Artist","Unknown Track",21503
"2022-10-04 12:35","Mick Gordon","Harbinger",431000
"2022-10-04 12:40","Unknown Artist","Unknown Track",294034
"2022-10-04 12:47","Unknown Artist","Unknown Track",451904
"2022-10-04 12:50","Unknown Artist","Unknown Track",185876
"2022-10-04 12:57","Unknown Artist","Unknown Track",311829
"2022-10-04 13:04","Mick Gordon","Harbinger",431000
"2022-10-04 13:10","Mick Gordon","Harbinger",296883
"2022-10-04 13:17","Mick Gordon","Harbinger",134118
"2022-10-04 13:24","Mick Gordon","Bfg Division",426396
"2022-10-04 13:27","Mick Gordon","Bfg Division",80367
"2022-10-04 13:37","Casey Edwards","Bury the Light",582400
"2022-10-04 13:39","Jason Charles Miller","Red Sun - Maniac Agenda Mix",133666
"2022-10-04 13:42","Mick Gordon","Mastermind",2909
"2022-10-04 13:42","Andrey Avkhimovich","At Doom's Gate",3771
"2022-10-04 13:42","F.O.O.L","Revenger",170641
"2022-10-04 13:42","Carpenter Brut","Turbo Killer",2498
"2022-10-04 13:42","Crush 40","I Am... All Of Me",2831
"2022-10-04 13:43","Tyson Yen","The Only Thing I Know For Real - Maniac Agenda Mix",2560
"2022-10-04 13:43","The Chalkeaters","Doom Crossing: Eternal Horizons",0
"2022-10-04 14:10","bobacupcake","theme of really cool bird",1647
"2022-10-04 14:10","Combichrist","Gotta Go",46272
"2022-10-04 14:14","Brothers of Metal","Brothers Unite",257394
"2022-10-04 14:16","Beast In Black","Cry Out For A Hero",114133
"2022-10-04 14:26","Smash Mouth","All Star",13894
"2022-10-04 14:26","Casey Edwards","Bury the Light",582400
"2022-10-04 14:36","Casey Edwards","Bury the Light",582400
"2022-10-04 14:39","Smash Mouth","All Star",200373
"2022-10-04 14:42","RichaadEB","Devil Trigger",194437
"2022-10-04 14:47","The 88","Biggering - Original Demo",301053
"2022-10-04 14:50","Jimmy Gnecco","Collective Consciousness - Maniac Agenda Mix",158760
"2022-10-04 14:54","Pharrell Williams","Despicable Me",255226
"2022-10-04 14:58","Alestorm","Drink",202586
"2022-10-04 15:02","Powerwolf","Incense & Iron",237933
"2022-10-04 15:05","The Beatles","Here Comes The Sun - Remastered 2009",185733
"2022-10-04 15:08","War","Low Rider",190826
"2022-10-04 15:12","Sabaton","Defence of Moscow",248992
"2022-10-04 15:12","Beast In Black","Die By The Blade",11034
"2022-10-04 15:19","Beast In Black","Die By The Blade",183804
"2022-10-04 15:27","DragonForce","Through The Fire And Flames",439120
"2022-10-04 15:30","Grailknights","Pumping Iron Power",233133
"2022-10-04 15:34","Sabaton","Ghost Division",231186
"2022-10-04 15:36","Kit Walters","The Stains of Time - Maniac Agenda Mix",130186
"2022-10-04 15:41","Powerwolf","Blessed & Possessed",266107
"2022-10-04 15:44","Powerwolf","Blessed & Possessed",16174
"2022-10-04 15:48","Michael Jackson","Smooth Criminal - 2012 Remaster",257760
"2022-10-04 15:49","Carl Douglas","Kung Fu Fighting",46389
"2022-10-04 17:15","Jimmy Gnecco","It Has To Be This Way - Platinum Mix",1492
"2022-10-04 17:18","Turisas","Rasputin",34351
"2022-10-04 17:18","Unknown Artist","Unknown Track",152555
"2022-10-04 17:23","Mick Gordon","Rip & Tear",3297
"2022-10-04 17:23","Nemistade","Doom 3 Theme",23967
"2022-10-04 17:23","Utamaru","DOOM 3 Theme (From ""DOOM 3"")",0
"2022-10-04 17:23","Mick Gordon","Harbinger",268429
"2022-10-04 17:26","Nemistade","Doom 3 Theme",169420
"2022-10-04 17:27","MASTER BOOT RECORD","CONFIG.SYS",36401
"2022-10-04 17:36","Mick Gordon","Harbinger",407875
"2022-10-04 17:40","Nemistade","Doom 3 Theme",49818
"2022-10-04 17:40","Gotye","Somebody That I Used To Know",2875
"2022-10-04 17:40","Beast In Black","Die By The Blade",6571
"2022-10-04 17:42","Alestorm","P.A.R.T.Y.",134677
"2022-10-04 17:51","Pharrell Williams","Hug Me",3716
"2022-10-04 17:51","Alestorm","P.A.R.T.Y.",68441
"2022-10-04 17:56","Unknown Artist","Unknown Track",332347
"2022-10-04 17:57","Iron Maiden","The Trooper - 2015 Remaster",34534
"2022-10-04 18:00","Powerwolf","Army of the Night",201386
"2022-10-04 18:05","The Rah Band","Messages from the Stars",254080
"2022-10-04 18:08","Sabaton","The Red Baron",202333
"2022-10-04 18:10","The Beatles","Here Comes The Sun - Remastered 2009",90961
"2022-10-04 18:13","The Beatles","Here Comes The Sun - Remastered 2009",94772
"2022-10-04 18:22","Jay & The Americans","Come A Little Bit Closer",3826
"2022-10-04 18:22","DragonForce","Through The Fire And Flames",439120
"2022-10-04 18:29","Brothers of Metal","Death of the God of Light",210332
"2022-10-04 18:32","Beast In Black","Cry Out For A Hero",185642
"2022-10-04 18:45","DragonForce","Soldiers Of The Wastelands",587160
"2022-10-04 18:50","Donna Burke","Sins of The Father",294000
"2022-10-04 18:53","Korpiklaani","Vodka",179653
"2022-10-04 18:58","Tee Lopes","Lights, Camera, Action! - Studiopolis Zone Act 1",187800
"2022-10-04 19:01","Kit Walters","The Stains of Time - Maniac Agenda Mix",130186
"2022-10-04 19:08","Smash Mouth","All Star",200373
"2022-10-04 19:12","The Rah Band","Party Games",247853
"2022-10-04 19:16","Foster The People","Pumped Up Kicks",239600
"2022-10-04 19:17","Sabaton","Night Witches",60002
"2022-10-04 19:25","Sabaton","Night Witches",179736
"2022-10-04 19:29","Michael Jackson","Bad",247133
"2022-10-04 19:36","The Rah Band","Rock Me Down to Rio",411440
"2022-10-04 19:39","Ween","Ocean Man",126946
"2022-10-04 19:42","Blue Swede","Hooked On A Feeling",172866
"2022-10-04 19:46","Michael Jackson","Smooth Criminal - 2012 Remaster",201713
"2022-10-04 20:06","Rupert Holmes","Escape (The Pina Colada Song)",0
"2022-10-04 20:06","Sabaton","Christmas Truce",2334
"2022-10-04 20:06","Michael Jackson","Smooth Criminal - 2012 Remaster",2877
"2022-10-04 20:11","War","Low Rider",110331
"2022-10-04 20:16","The 88","Biggering - Original Demo",301053
"2022-10-04 20:33","Unknown Artist","Unknown Track",498069
"2022-10-04 20:38","Jimmy Gnecco","Collective Consciousness - Maniac Agenda Mix",158760
"2022-10-04 20:42","Sabaton","The Last Stand",235840
"2022-10-04 20:44","Spongebob Squarepants","Goofy Goober Rock",174026
"2022-10-04 20:56","Sabaton","Ghost Division",183382
"2022-10-04 20:59","Sabaton","Ghost Division",116087
"2022-10-04 21:05","The Rah Band","Float",334848
"2022-10-04 21:09","RichaadEB","Devil Trigger",194437
"2022-10-04 21:19","Casey Edwards","Bury the Light",582400
"2022-10-04 21:26","Sabaton","The Last Battle",192037
"2022-10-04 21:29","The Living Tombstone","It's Been So Long",174394
"2022-10-04 21:33","War","Why Can't We Be Friends",230106
"2022-10-04 21:37","MASTER BOOT RECORD","CONFIG.SYS",218749
"2022-10-04 21:40","Powerwolf","Christ & Combat",219706
"2022-10-04 21:44","Powerwolf","Demons Are a Girl's Best Friend",218080
"2022-10-04 21:47","Smash Mouth","I'm A Believer",185306
"2022-10-04 21:55","James Brown","People Get Up And Drive Your Funky Soul - Remix",450002
"2022-10-04 22:01","James Brown","People Get Up And Drive Your Funky Soul - Remix",2454
"2022-10-04 23:01","Lipps Inc.","Funkytown",470346
"2022-10-04 23:05","Grailknights","Pumping Iron Power",233133
"2022-10-04 23:11","DragonForce","Fury Of The Storm",403471
"2022-10-05 01:02","DragonForce","Fury Of The Storm",408036
"2022-10-05 01:12","Casey Edwards","Bury the Light",582400
"2022-10-05 01:13","The Rah Band","Winter Love",59152
"2022-10-05 10:43","The Rah Band","Winter Love",268914
"2022-10-05 10:53","Casey Edwards","Bury the Light",582400
"2022-10-05 10:56","Caesars","Jerk It Out",195666
"2022-10-05 10:59","Korpiklaani","Ievan Polkka",188400
"2022-10-05 11:02","Carl Douglas","Kung Fu Fighting",197935
"2022-10-05 11:06","Powerwolf","We Drink Your Blood",222560
"2022-10-05 11:09","Macross 82-99","『82.99 F.M』",150260
"2022-10-05 11:12","Powerwolf","Amen & Attack",234693
"2022-10-05 11:14","Pharrell Williams","Despicable Me",104649
"2022-10-05 11:18","Pharrell Williams","Despicable Me",12582
"2022-10-05 11:22","Pharrell Williams","Despicable Me",147623
"2022-10-05 11:26","Sabaton","Stormtroopers",236000
"2022-10-05 11:38","Lemon Demon","Two Trucks",247220
"2022-10-05 11:44","Boney M.","Rasputin",351573
"2022-10-05 11:48","Brothers of Metal","Njord",230319
"2022-10-05 11:51","Jimmy Gnecco","It Has To Be This Way - Platinum Mix",175506
"2022-10-05 11:54","Unknown Artist","Unknown Track",152555
"2022-10-05 11:57","Powerwolf","Amen & Attack",234693
"2022-10-05 12:06","Lena Raine","Resurrections",523814
"2022-10-05 12:07","Powerwolf","Amen & Attack",11026
"2022-10-05 12:10","Lena Raine","Resurrections",181083
"2022-10-05 12:11","Alestorm","Drink",56944
"2022-10-05 12:18","Casey Edwards","Bury the Light",449395
"2022-10-05 12:22","Alestorm","Drink",202586
"2022-10-05 12:27","Electric Light Orchestra","Mr. Blue Sky",303373
"2022-10-05 12:31","Brothers of Metal","Brothers Unite",246990
"2022-10-05 12:37","Jamiroquai","Virtual Insanity - Remastered",340906
"2022-10-05 12:40","Brothers of Metal","Ride of the Valkyries",206666
"2022-10-05 12:45","Ozzy Osbourne","Crazy Train",293183
"2022-10-05 12:48","Powerwolf","In the Name of God (Deus Vult)",195920
"2022-10-05 12:51","bobacupcake","theme of really cool bird",131571
"2022-10-05 12:57","Týr","Blood of Heroes",221506
"2022-10-05 13:07","Casey Edwards","Bury the Light",582400
"2022-10-05 13:13","Orden Ogan","Gunman",317733
"2022-10-05 13:14","Unknown Artist","Unknown Track",45894
"2022-10-05 13:14","Unknown Artist","Unknown Track",3149
"2022-10-05 13:14","Green Day","Wake Me up When September Ends",6666
"2022-10-05 13:15","Avicii","Wake Me Up",4148
"2022-10-05 13:15","Orden Ogan","Gunman",2620
"2022-10-05 13:16","bobacupcake","theme of really cool bird",2278
"2022-10-05 13:16","Evanescence","Bring Me To Life",49239
"2022-10-05 13:16","Týr","Blood of Heroes",556
"2022-10-05 13:16","Týr","Blood of Heroes",23
"2022-10-05 13:16","Orden Ogan","Gunman",682
"2022-10-05 13:16","Orden Ogan","Gunman",658
"2022-10-05 13:21","Unknown Artist","Unknown Track",294034
"2022-10-05 13:21","The Rah Band","Shadow of Your Love",14204
"2022-10-05 13:30","Unknown Artist","Unknown Track",469252
"2022-10-05 13:35","DragonForce","Cry Thunder",316066
"2022-10-05 13:39","Mick Gordon","Rip & Tear",257734
"2022-10-05 13:46","The Rah Band","Messages from the Stars - Remaster",407118
"2022-10-05 13:50","Sabaton","Winged Hussars",231521
"2022-10-05 13:53","Ian McKinney","Octodad (Nobody Suspects a Thing)",179200
"2022-10-05 14:00","Mick Gordon","Harbinger",431000
"2022-10-05 14:02","Tyson Yen","The Only Thing I Know For Real - Maniac Agenda Mix",146333
"2022-10-05 14:05","Ed Helms","How Bad Can I Be?",172160
"2022-10-05 14:10","The 88","Biggering - Original Demo",301053
"2022-10-05 14:15","DragonForce","Ashes of the Dawn",273520
"2022-10-05 14:19","Powerwolf","Sanctified with Dynamite",265720
"2022-10-05 14:23","Turisas","Rasputin",233520
"2022-10-05 14:26","The Turtles","Happy Together",176293
"2022-10-05 14:30","Earth, Wind & Fire","September",215093
"2022-10-05 14:33","Sabaton","To Hell and Back",206546
"2022-10-05 14:37","Brothers of Metal","Prophecy of Ragnarök",222373
"2022-10-05 14:42","Powerwolf","Blessed & Possessed",282280
"2022-10-05 14:58","Battle Beast","Push It to the Limit - Bonus",127058
"2022-10-05 20:24","Unknown Artist","Unknown Track",862
"2022-10-05 20:24","Unknown Artist","Unknown Track",1431
"2022-10-05 20:24","The 88","Biggering - Original Demo",3602
"2022-10-05 20:24","Sabaton","Night Witches",11627
"2022-10-05 20:25","Unknown Artist","Unknown Track",1812
"2022-10-05 20:28","Unknown Artist","Unknown Track",6119
"2022-10-05 20:28","Unknown Artist","Unknown Track",202942
"2022-10-05 20:31","Unknown Artist","Unknown Track",152555
"2022-10-05 20:36","Unknown Artist","Unknown Track",346530
"2022-10-05 21:35","Unknown Artist","Unknown Track",105173
"2022-10-05 21:43","Unknown Artist","Unknown Track",469252
"2022-10-05 21:48","Unknown Artist","Unknown Track",291927
"2022-10-05 23:03","Unknown Artist","Unknown Track",351160
"2022-10-05 23:06","Mick Gordon","Bfg Division",193407
"2022-10-05 23:45","Powerwolf","Demons Are a Girl's Best Friend",150028
"2022-10-05 23:50","Powerwolf","Demons Are a Girl's Best Friend",216236
"2022-10-05 23:53","Blue Swede","Hooked On A Feeling",24662
"2022-10-05 23:53","Beast In Black","Cry Out For A Hero",127446
"2022-10-05 23:54","Anthony Vanderburgh","Never Gonna Take Me Down (Season 1)",3244
"2022-10-05 23:57","Matthew Wilder","Break My Stride",184480
"2022-10-06 00:03","The Rah Band","Float",334848
"2022-10-06 00:05","Jason Charles Miller","Red Sun - Maniac Agenda Mix",133666
"2022-10-06 00:09","Powerwolf","In the Name of God (Deus Vult)",195920
"2022-10-06 00:13","Rupert Holmes","Escape (The Pina Colada Song)",276493
"2022-10-06 00:17","Powerwolf","Army of the Night",201386
"2022-10-06 00:20","Powerwolf","Christ & Combat",219706
"2022-10-06 00:48","Powerwolf","Incense & Iron",237933
"2022-10-06 00:54","Jamiroquai","Virtual Insanity - Remastered",340906
"2022-10-06 00:58","Powerwolf","Blessed & Possessed",282280
"2022-10-06 01:07","Grailknights","Pumping Iron Power",233133
"2022-10-06 01:12","Orden Ogan","Gunman",181481
"2022-10-06 11:45","Mick Gordon","Bfg Division",282488
"2022-10-06 11:48","Unknown Artist","Unknown Track",152555
"2022-10-06 11:51","Unknown Artist","Unknown Track",152555
"2022-10-06 12:11","Unknown Artist","Unknown Track",469252
"2022-10-06 12:20","Unknown Artist","Unknown Track",451904
"2022-10-06 12:28","Unknown Artist","Unknown Track",498069
"2022-10-06 12:29","Mick Gordon","Bfg Division",50828
"2022-10-06 12:34","Mick Gordon","Rip & Tear",257734
"2022-10-06 12:37","Ed Helms","How Bad Can I Be?",172160
"2022-10-06 12:43","The 88","Biggering - Original Demo",301053
"2022-10-06 12:47","Daft Punk","Harder, Better, Faster, Stronger",224693
"2022-10-06 12:55","Lipps Inc.","Funkytown",470346
"2022-10-06 13:02","Mick Gordon","Harbinger",431000
"2022-10-06 13:11","Lena Raine","Resurrections",578648
"2022-10-06 13:12","Powerwolf","Blessed & Possessed",30000
"2022-10-06 14:34","Powerwolf","Blessed & Possessed",280608
"2022-10-06 14:36","Unknown Artist","Unknown Track",152555
"2022-10-06 14:56","Rupert Holmes","Escape (The Pina Colada Song)",63127
"2022-10-06 14:56","Gotye","Somebody That I Used To Know",5285
"2022-10-06 15:04","Powerwolf","We Drink Your Blood",222560
"2022-10-06 15:04","Sabaton","Night Witches",16636
"2022-10-06 15:21","Sabaton","Night Witches",164697
"2022-10-06 15:22","Macross 82-99","『82.99 F.M』",10693
"2022-10-06 19:46","Macross 82-99","『82.99 F.M』",1933
"2022-10-06 19:47","Ween","Ocean Man",1445
"2022-10-06 19:47","The Rah Band","Float",776
"2022-10-06 19:47","The Rah Band","Float",18
"2022-10-06 19:47","Macross 82-99","『82.99 F.M』",4834
"2022-10-06 19:47","Blue Swede","Hooked On A Feeling",1234
"2022-10-06 19:49","Blue Swede","Hooked On A Feeling",172866
"2022-10-06 19:50","Ween","Ocean Man",1801
"2022-10-06 19:50","The Rah Band","Float",7111
"2022-10-06 19:53","Sabaton","The Last Battle",192037
"2022-10-06 19:58","Powerwolf","Blessed & Possessed",282280
"2022-10-06 20:01","Unknown Artist","Unknown Track",205861
"2022-10-06 20:06","DragonForce","Cry Thunder",316066
"2022-10-06 20:07","Rupert Holmes","Escape (The Pina Colada Song)",23734
"2022-10-06 20:07","Unknown Artist","Unknown Track",3195
"2022-10-06 20:11","Unknown Artist","Unknown Track",29029
"2022-10-06 20:11","Brothers of Metal","Njord",230319
"2022-10-06 20:14","Powerwolf","In the Name of God (Deus Vult)",195920
"2022-10-06 20:17","Pharrell Williams","Hug Me",140733
"2022-10-06 20:22","The Rah Band","Winter Love",328066
"2022-10-06 20:23","Lemon Demon","Two Trucks",47197
"2022-10-06 20:27","Sabaton","The Last Stand",235840
"2022-10-06 20:31","Brothers of Metal","Brothers Unite",246990
"2022-10-06 20:35","Beast In Black","Cry Out For A Hero",207965
"2022-10-06 20:41","DragonForce","Fury Of The Storm",406840
"2022-10-06 20:44","Tyson Yen","The Only Thing I Know For Real - Maniac Agenda Mix",146333
"2022-10-06 20:48","Grailknights","Pumping Iron Power",233133
"2022-10-06 20:52","Sabaton","Winged Hussars",231521
"2022-10-06 20:55","Brothers of Metal","Ride of the Valkyries",206666
"2022-10-06 20:59","Turisas","Rasputin",233520
"2022-10-06 21:07","DragonForce","Soldiers Of The Wastelands",506824
"2022-10-06 21:19","MASTER BOOT RECORD","CONFIG.SYS",80259
"2022-10-07 11:21","MASTER BOOT RECORD","CONFIG.SYS",138491
"2022-10-07 11:31","Casey Edwards","Bury the Light",582400
